command, velocity, acceleration
0.4017000000000003, 18.84955592153876, 17.261498096647216
0.40640000000000026, 19.747153822564414, 9.548913840698459
0.4108000000000003, 20.19595277307724, 10.19997614801881
0.41340000000000027, 20.19595277307724, 0.0
0.41560000000000025, 19.747153822564414, -40.79990459207524
0.41810000000000025, 20.64475172359007, 53.85587406153931
0.42120000000000024, 21.093550674102897, 0.0
0.42430000000000023, 21.542349624615724, 28.954771000827588
0.42720000000000025, 21.991148575128552, 15.475825879752675
0.43030000000000024, 22.43994752564138, 0.0
0.4330000000000002, 21.542349624615724, -16.62218335232695
0.4362000000000002, 21.542349624615724, 0.0
0.4388000000000002, 22.43994752564138, 34.52299619329443
0.4414000000000002, 21.542349624615724, -51.78449428994165
0.4443000000000002, 21.991148575128552, 30.95165175950535
0.4471000000000002, 22.43994752564138, 16.0285339468867
0.4498000000000002, 22.888746476154207, 16.62218335232695
0.4525000000000002, 21.991148575128552, -33.2443667046539
0.4568000000000002, 22.888746476154207, 20.87436979129431
0.4615000000000002, 22.43994752564138, 9.548913840698459
0.4644000000000002, 22.43994752564138, -15.475825879752675
0.4668000000000002, 22.888746476154207, 0.0
0.4694000000000002, 22.888746476154207, 0.0
0.47220000000000023, 23.337545426667035, 16.0285339468867
0.47500000000000026, 23.337545426667035, 0.0
0.47800000000000026, 23.337545426667035, 0.0
0.48100000000000026, 24.23514332769269, 29.919930034188507
0.48370000000000024, 24.23514332769269, 0.0
0.48680000000000023, 24.683942278205517, 14.477385500413794
0.4894000000000002, 24.683942278205517, -17.261498096647216
0.4919000000000002, 24.683942278205517, 17.951958020513104
0.49440000000000023, 24.683942278205517, 0.0
0.49730000000000024, 24.683942278205517, 0.0
0.5001000000000002, 24.23514332769269, 0.0
0.5029000000000002, 24.683942278205517, 0.0
0.5073000000000002, 26.030339129744004, 30.59992844405651
0.5099000000000002, 25.581540179231173, -17.26149809664735
0.5142000000000002, 25.581540179231173, 0.0
0.5170000000000002, 25.132741228718345, -16.0285339468867
0.5198000000000003, 26.030339129744004, 32.05706789377353
0.5229000000000003, 25.581540179231173, -14.477385500413908
0.5259000000000003, 26.479138080256828, 29.919930034188507
0.5288000000000003, 26.927937030769655, 15.475825879752675
0.5318000000000003, 26.927937030769655, 0.0
0.5349000000000003, 27.37673598128248, 14.477385500413678
0.5380000000000003, 27.82553493179531, 14.477385500413908
0.5405000000000002, 27.82553493179531, 0.0
0.5431000000000002, 27.82553493179531, 0.0
0.5459000000000003, 27.82553493179531, 0.0
0.5488000000000003, 27.82553493179531, 0.0
0.5516000000000003, 27.82553493179531, 0.0
0.5545000000000003, 28.274333882308138, 15.475825879752675
0.5589000000000003, 28.274333882308138, 0.0
0.5622000000000003, 28.274333882308138, 0.0
0.5664000000000002, 28.274333882308138, 0.0
0.5691000000000003, 29.171931783333797, 33.24436670465403
0.5717000000000003, 30.06952968435945, 34.5229961932943
0.5745000000000003, 30.06952968435945, 0.0
0.5771000000000004, 30.06952968435945, 0.0
0.5800000000000004, 30.06952968435945, 0.0
0.5828000000000004, 30.518328634872272, 16.028533946886572
0.5857000000000004, 30.967127585385104, 15.475825879752797
0.5887000000000004, 31.41592653589793, 14.959965017094254
0.5915000000000005, 30.967127585385104, 0.0
0.5943000000000005, 31.41592653589793, -16.0285339468867
0.5969000000000005, 31.41592653589793, 17.261498096647216
0.6000000000000005, 31.41592653589793, 0.0
0.6027000000000006, 31.41592653589793, 0.0
0.6058000000000006, 31.41592653589793, 0.0
0.6105000000000006, 32.313524436923586, 0.0
0.6137000000000006, 32.313524436923586, 28.049934407051722
0.6181000000000005, 32.76232338743642, 0.0
0.6209000000000006, 33.21112233794924, 32.0570678937734
0.6241000000000005, 33.659921288462066, 14.024967203525751
0.6269000000000006, 33.659921288462066, 0.0
0.6295000000000006, 33.659921288462066, -34.522996193294155
0.6321000000000007, 33.659921288462066, 34.522996193294155
0.6347000000000007, 33.659921288462066, 17.26149809664735
0.6374000000000007, 33.21112233794924, -33.2443667046539
0.6404000000000007, 33.21112233794924, -14.959965017094135
0.6431000000000008, 34.1087202389749, 49.866550056980714
0.6459000000000008, 35.00631814000055, 32.0570678937734
0.6485000000000009, 34.55751918948772, -17.26149809664735
0.6513000000000009, 34.55751918948772, -16.028533946886572
0.6542000000000009, 34.1087202389749, 0.0
0.6568000000000009, 34.55751918948772, 17.261498096647077
0.6613000000000009, 35.45511709051338, 29.919930034188585
0.6645000000000009, 35.90391604102621, -28.049934407051722
0.6688000000000008, 35.45511709051338, 10.437184895647237
0.6713000000000008, 35.00631814000055, 0.0
0.6740000000000008, 35.00631814000055, -16.62218335232708
0.6763000000000008, 35.90391604102621, 39.025995696767616
0.6788000000000007, 36.35271499153903, 17.95195802051296
0.6815000000000008, 35.90391604102621, -16.622183352326815
0.6840000000000007, 35.45511709051338, -17.95195802051296
0.6870000000000007, 36.80151394205186, 44.879895051282645
0.6899000000000007, 37.25031289256469, 15.475825879752797
0.6926000000000008, 36.80151394205186, 0.0
0.6953000000000008, 37.25031289256469, -16.62218335232708
0.6981000000000008, 37.25031289256469, 16.028533946886824
0.7008000000000009, 36.80151394205186, -16.62218335232708
0.7039000000000009, 37.69911184307752, 28.954771000827588
0.7070000000000008, 37.25031289256469, -14.477385500413678
0.7097000000000009, 38.14791079359034, 33.24436670465363
0.7146000000000009, 39.045508694616004, 18.318324510727802
0.717200000000001, 38.59670974410317, -17.26149809664735
0.7215000000000009, 39.045508694616004, 20.87436979129431
0.7245000000000009, 40.39190554615448, 0.0
0.7274000000000009, 39.94310659564165, 0.0
0.730200000000001, 39.49430764512883, -16.028533946886572
0.733000000000001, 38.59670974410317, -16.028533946886824
0.735800000000001, 39.49430764512883, 32.0570678937734
0.739100000000001, 39.49430764512883, 0.0
0.741700000000001, 39.94310659564165, 0.0
0.7444000000000011, 40.39190554615448, 16.622183352326815
0.7470000000000011, 40.39190554615448, 17.26149809664735
0.7499000000000011, 40.840704496667314, 15.475825879752797
0.7526000000000012, 40.39190554615448, 16.622183352326815
0.7552000000000012, 40.840704496667314, -17.261498096647077
0.7579000000000012, 40.840704496667314, 0.0
0.7607000000000013, 41.28950344718014, 16.028533946886572
0.7662000000000012, 40.840704496667314, -8.159980918414982
0.7687000000000012, 41.28950344718014, 17.95195802051296
0.7727000000000012, 41.28950344718014, 11.219973762820779
0.7756000000000012, 41.73830239769297, 0.0
0.7782000000000012, 42.63590029871862, 34.522996193294155
0.7808000000000013, 42.63590029871862, 0.0
0.7832000000000012, 41.73830239769297, -37.399912542735336
0.7857000000000012, 43.53349819974428, 53.85587406153917
0.7888000000000012, 43.53349819974428, 14.477385500413908
0.7915000000000012, 42.63590029871862, -33.24436670465416
0.7943000000000012, 43.08469924923145, 0.0
0.7973000000000012, 43.53349819974428, 14.959965017094373
0.8002000000000012, 42.63590029871862, 0.0
0.8029000000000013, 43.982297150257104, 33.2443667046539
0.8057000000000013, 45.32869400179559, 48.085601840660225
0.8086000000000013, 43.982297150257104, -30.951651759505594
0.8117000000000013, 44.43109610076993, 0.0
0.8167000000000013, 44.43109610076993, 0.0
0.8193000000000014, 44.87989505128276, -17.261498096647077
0.8242000000000014, 44.43109610076993, 9.159162255363755
0.8270000000000014, 44.43109610076993, 0.0
0.8299000000000014, 45.32869400179559, 30.951651759505594
0.8327000000000014, 44.87989505128276, -16.028533946886824
0.8358000000000014, 45.777492952308414, 28.954771000827588
0.8392000000000014, 46.67509085333407, 13.199969132730118
0.8420000000000014, 45.32869400179559, -32.057067893773144
0.8446000000000015, 45.777492952308414, 17.261498096647077
0.8472000000000015, 46.22629190282124, 17.261498096647077
0.8500000000000015, 44.43109610076993, -64.1141357875468
