command, actual
0.0, 0.0
3.0000000000000003E-4, 0.0
0.00165, 0.0
0.00295, 0.0
0.00415, 0.0
0.0052, 0.0
0.00625, 0.0
0.007350000000000001, 0.0
0.008450000000000001, 0.0
0.009600000000000001, 0.0
0.010650000000000001, 0.0
0.011750000000000002, 0.0
0.012800000000000002, 0.0
0.014050000000000003, 0.0
0.015200000000000003, 0.0
0.016300000000000002, 0.0
0.01745, 0.0
0.01855, 0.0
0.01975, 0.0
0.02105, 0.0
0.0231, 0.0
0.0246, 0.0
0.0261, 0.0
0.0273, 0.0
0.028550000000000002, 0.0
0.029700000000000004, 0.0
0.030850000000000002, 0.0
0.03195, 0.0
0.0331, 0.0
0.03435, 0.4487989505128276
0.0356, 1.3463968515384828
0.0366, 1.7951958020513104
0.03765, 1.3463968515384828
0.0388, 1.3463968515384828
0.04, 0.8975979010256552
0.04115, 0.8975979010256552
0.042249999999999996, 0.4487989505128276
0.043449999999999996, 0.0
0.0447, 0.0
0.045849999999999995, 0.0
0.04699999999999999, 0.0
0.04884999999999999, 0.0
0.05029999999999999, 0.0
0.05194999999999999, 0.0
0.05309999999999999, 0.0
0.054199999999999984, 0.0
0.05529999999999998, 0.0
0.05639999999999998, 0.0
0.057549999999999976, 0.0
0.05864999999999997, 0.0
0.059949999999999976, 0.0
0.06099999999999998, 0.0
0.062099999999999975, 0.0
0.06324999999999997, 0.0
0.06424999999999997, 0.0
0.06534999999999998, 0.0
0.06644999999999998, 0.4487989505128276
0.06749999999999998, 0.4487989505128276
0.06854999999999997, 0.0
0.06959999999999997, 0.0
0.07064999999999996, 0.0
0.07184999999999997, 0.8975979010256552
0.07309999999999997, 1.3463968515384828
0.07474999999999997, 0.4487989505128276
0.07609999999999997, 0.0
0.07759999999999997, 0.0
0.07874999999999997, 0.0
0.07999999999999997, 0.4487989505128276
0.08119999999999998, 0.4487989505128276
0.08229999999999998, 0.0
0.08329999999999999, 0.0
0.08449999999999999, 0.0
0.0856, 0.0
0.0867, 0.0
0.08785, 0.0
0.089, 0.0
0.0902, 0.0
0.09155, 0.0
0.09285, 0.0
0.0941, 0.0
0.09525, 0.0
0.09635, 0.0
0.09765, 0.0
0.09895, 0.0
0.10085, 0.0
0.10264999999999999, 0.0
0.10394999999999999, 0.4487989505128276
0.10519999999999999, 0.4487989505128276
0.1064, 0.0
0.10765, 0.0
0.10875, 0.0
0.10985, 0.4487989505128276
0.111, 0.4487989505128276
0.11205, 0.0
0.11309999999999999, 0.0
0.11414999999999999, 0.0
0.11524999999999999, 0.0
0.11635, 0.0
0.1175, 0.0
0.1186, 0.0
0.1196, 0.0
0.1208, 0.4487989505128276
0.12200000000000001, 0.4487989505128276
0.12325000000000001, 0.0
0.12440000000000001, 0.0
0.12625, 0.4487989505128276
0.128, 0.4487989505128276
0.12925, 0.4487989505128276
0.13035, 0.0
0.1314, 0.0
0.13249999999999998, 0.4487989505128276
0.13349999999999998, 0.8975979010256552
0.13454999999999998, 0.4487989505128276
0.13574999999999998, 0.4487989505128276
0.1369, 0.4487989505128276
0.13795, 0.4487989505128276
0.1391, 0.0
0.14045, 0.4487989505128276
0.14165, 0.4487989505128276
0.1429, 0.0
0.14395, 0.0
0.14504999999999998, 0.0
0.14609999999999998, 0.0
0.1473, 0.0
0.1485, 0.0
0.14955, 0.0
0.15059999999999998, 0.0
0.15255, 0.0
0.1543, 0.0
0.1557, 0.4487989505128276
0.1569, 0.4487989505128276
0.15805000000000002, 0.0
0.15915, 0.4487989505128276
0.1605, 0.8975979010256552
0.1617, 0.4487989505128276
0.1628, 0.4487989505128276
0.16385, 0.4487989505128276
0.16494999999999999, 0.0
0.16615, 0.0
0.16724999999999998, 0.0
0.16834999999999997, 0.4487989505128276
0.16939999999999997, 0.4487989505128276
0.17049999999999996, 0.4487989505128276
0.17154999999999995, 0.4487989505128276
0.17259999999999995, 0.4487989505128276
0.17389999999999994, 0.0
0.17484999999999995, 0.4487989505128276
0.17584999999999995, 0.4487989505128276
0.17769999999999994, 0.4487989505128276
0.17904999999999993, 0.8975979010256552
0.18054999999999993, 0.8975979010256552
0.18179999999999993, 1.3463968515384828
0.18284999999999993, 0.4487989505128276
0.18394999999999992, 0.8975979010256552
0.18499999999999991, 1.3463968515384828
0.18614999999999993, 1.3463968515384828
0.18734999999999993, 1.3463968515384828
0.18839999999999993, 1.7951958020513104
0.18944999999999992, 2.243994752564138
0.19059999999999994, 2.243994752564138
0.19189999999999993, 2.243994752564138
0.19304999999999994, 3.141592653589793
0.19419999999999996, 3.5903916041026207
0.19529999999999995, 4.487989505128276
0.19634999999999994, 4.039190554615448
0.19739999999999994, 4.487989505128276
0.19859999999999994, 4.9367884556411035
0.19974999999999996, 4.9367884556411035
0.20084999999999995, 5.385587406153931
0.20194999999999994, 5.834386356666759
0.20419999999999994, 5.385587406153931
0.20534999999999995, 5.385587406153931
0.20694999999999994, 5.385587406153931
0.20839999999999995, 6.283185307179586
0.20959999999999995, 5.834386356666759
0.21074999999999997, 6.283185307179586
0.21194999999999997, 6.731984257692414
0.21304999999999996, 6.731984257692414
0.21409999999999996, 7.180783208205241
0.21519999999999995, 6.283185307179586
0.21634999999999996, 6.731984257692414
0.21744999999999995, 7.180783208205241
0.21854999999999994, 6.731984257692414
0.21969999999999995, 7.180783208205241
0.22084999999999996, 8.078381109230897
0.22204999999999997, 8.527180059743724
0.22324999999999998, 8.975979010256552
0.22454999999999997, 8.527180059743724
0.22559999999999997, 8.527180059743724
0.22664999999999996, 8.527180059743724
0.22779999999999997, 8.975979010256552
0.22974999999999998, 8.527180059743724
0.23079999999999998, 8.527180059743724
0.23195, 8.527180059743724
0.23279999999999998, 8.527180059743724
0.23374999999999999, 8.975979010256552
0.23465, 8.975979010256552
0.2356, 9.42477796076938
0.2367, 9.42477796076938
0.2377, 9.42477796076938
0.23885, 9.42477796076938
0.2399, 8.975979010256552
0.24095, 9.42477796076938
0.24215, 9.42477796076938
0.24325, 9.873576911282207
0.24434999999999998, 10.322375861795035
0.24544999999999997, 10.322375861795035
0.24659999999999999, 10.322375861795035
0.2478, 10.322375861795035
0.2491, 9.873576911282207
0.25025, 10.322375861795035
0.25134999999999996, 10.771174812307862
0.25259999999999994, 10.771174812307862
0.25364999999999993, 11.668772713333517
0.2557499999999999, 11.668772713333517
0.25709999999999994, 11.21997376282069
0.25849999999999995, 10.771174812307862
0.25989999999999996, 10.771174812307862
0.26104999999999995, 10.771174812307862
0.2622499999999999, 10.771174812307862
0.2633499999999999, 10.771174812307862
0.2643999999999999, 11.21997376282069
0.2654499999999999, 11.21997376282069
0.2665999999999999, 10.771174812307862
0.2677499999999999, 11.21997376282069
0.26884999999999987, 11.21997376282069
0.26994999999999986, 10.771174812307862
0.27119999999999983, 11.668772713333517
0.27259999999999984, 11.668772713333517
0.27389999999999987, 11.21997376282069
0.27499999999999986, 11.668772713333517
0.27619999999999983, 11.668772713333517
0.27724999999999983, 12.117571663846345
0.2783999999999998, 12.117571663846345
0.2794499999999998, 12.117571663846345
0.2815999999999998, 12.117571663846345
0.2827499999999998, 12.117571663846345
0.2842499999999998, 12.566370614359172
0.28549999999999975, 12.566370614359172
0.28684999999999977, 12.117571663846345
0.28794999999999976, 12.117571663846345
0.28889999999999977, 13.015169564872002
0.2897999999999998, 13.463968515384828
0.2908499999999998, 13.015169564872002
0.29199999999999976, 13.015169564872002
0.29314999999999974, 13.015169564872002
0.29419999999999974, 13.463968515384828
0.29529999999999973, 13.463968515384828
0.2963499999999997, 13.015169564872002
0.2973499999999997, 13.015169564872002
0.2985499999999997, 13.912767465897655
0.2999499999999997, 13.912767465897655
0.3010499999999997, 13.463968515384828
